AUDCAD,AUDNZD,CADCHF,CADHKD,CHFJPY,CHFSGD,EURAUD,EURCAD,EURCHF,EURPLN,EURSEK,EURTRY,HKDJPY,ZARJPY,USDZAR,USDTRY,USDTHB,USDNOK,USDMXN,USDHUF,AUDUSD,EURUSD,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY
0.98128,1.09408,0.74029,5.73788,123.182,1.40449,1.49266,1.46493,1.08463,4.31981,9.26236,3.15702,15.89488,8.46,14.49682,2.90951,35.007,8.34256,20.41827,290.312,0.72654,1.08468,1.50505,0.66393,1.35054,1.0,123.197
0.97674,1.08865,0.73879,5.73198,123.203,1.40916,1.50299,1.46819,1.08488,4.31991,9.27126,3.16228,15.87958,8.439,14.51917,2.91062,35.0284,8.33673,20.41705,289.642,0.72251,1.08606,1.50429,0.66354,1.35186,0.99888,123.085
0.97563,1.0868,0.73705,5.72578,123.365,1.40885,1.505,1.46849,1.08286,4.32804,9.26167,3.16432,15.8787,8.408,14.58091,2.91504,35.0282,8.35213,20.47869,290.425,0.72107,1.08536,1.50105,0.66335,1.35302,0.99758,123.081
0.97919,1.08591,0.72943,5.69108,123.63,1.42141,1.51464,1.48335,1.08219,4.33518,9.24846,3.17976,15.84637,8.335,14.67499,2.91805,35.0202,8.34212,20.46276,290.099,0.71915,1.08941,1.4966,0.66212,1.36166,0.99338,122.822
0.98038,1.08656,0.73005,5.70377,123.911,1.41834,1.5091,1.47966,1.08043,4.34118,9.25371,3.17197,15.86168,8.41,14.56248,2.91191,35.0098,8.34324,20.50352,290.118,0.72152,1.08892,1.50088,0.66392,1.35873,0.99213,122.95
0.97993,1.08504,0.73025,5.70348,123.857,1.41807,1.50937,1.47956,1.08073,4.33974,9.26766,3.16689,15.86097,8.383,14.57393,2.90693,35.0421,8.33652,20.46716,290.087,0.72136,1.08916,1.50057,0.6643,1.3584,0.9923,122.926
0.98115,1.08908,0.7312,5.70837,123.752,1.41762,1.50767,1.47953,1.08207,4.33999,9.26586,3.17143,15.85417,8.384,14.58427,2.91014,35.0167,8.34503,20.40539,290.15,0.72278,1.08987,1.50158,0.66355,1.35753,0.99283,122.883
0.97919,1.08862,0.73128,5.71018,123.643,1.41531,1.51141,1.48016,1.08257,4.34339,9.27236,3.17223,15.83557,8.379,14.58147,2.90785,35.0298,8.33496,20.36616,289.738,0.72158,1.09074,1.50119,0.66273,1.35702,0.99252,122.733
0.97599,1.08676,0.72975,5.70287,123.707,1.41903,1.52161,1.48528,1.0841,4.33921,9.25611,3.18446,15.83168,8.358,14.62461,2.91276,35.0408,8.35762,20.39384,290.673,0.71827,1.09309,1.50491,0.66081,1.35881,0.99176,122.701
0.9803,1.08682,0.7271,5.70768,123.665,1.42157,1.51919,1.48949,1.08317,4.34268,9.23625,3.19986,15.75327,8.351,14.56388,2.91591,35.0298,8.35761,20.40294,290.692,0.72207,1.09713,1.51107,0.66425,1.35766,0.98727,122.101
0.97929,1.08522,0.72399,5.69821,123.251,1.42683,1.52771,1.49631,1.0836,4.3448,9.26608,3.20902,15.66091,8.287,14.58923,2.91577,35.0174,8.38491,20.45581,291.729,0.72008,1.10025,1.51675,0.66343,1.35996,0.98486,121.398
0.98155,1.07536,0.72329,5.70447,123.491,1.42798,1.52471,1.49704,1.08365,4.34699,9.25926,3.21258,15.66777,8.065,14.95789,2.91428,34.9987,8.36322,20.40811,291.196,0.72284,1.10238,1.51798,0.67181,1.35786,0.98306,121.437
0.98984,1.08299,0.7261,5.71508,123.425,1.42247,1.50749,1.49242,1.08381,4.34329,9.26896,3.20594,15.68168,8.127,14.88959,2.91188,35.0068,8.35518,20.43499,291.698,0.73003,1.10069,1.51772,0.67401,1.35592,0.98465,121.546
0.98769,1.08222,0.72628,5.71628,123.517,1.42574,1.50989,1.49147,1.08345,4.34211,9.26576,3.21043,15.69617,8.045,15.04549,2.91738,35.0093,8.35579,20.01004,291.656,0.72855,1.10012,1.51776,0.67308,1.35572,0.98481,121.662
0.988,1.08372,0.72854,5.7143,123.191,1.4206,1.50528,1.48742,1.08386,4.34347,9.29214,3.19771,15.70798,8.068,15.02682,2.913,35.0023,8.34098,20.01204,291.538,0.72854,1.0968,1.51794,0.67219,1.35613,0.98819,121.747
0.9906,1.07921,0.72545,5.71038,123.18,1.42281,1.50273,1.48886,1.0803,4.33927,9.28185,3.20186,15.65037,7.899,15.29002,2.91613,35.0011,8.34522,20.01266,291.725,0.72999,1.0971,1.51582,0.67632,1.35711,0.98469,121.304
0.99342,1.07868,0.72621,5.69257,122.823,1.41768,1.49983,1.49017,1.08239,4.34923,9.30692,3.20266,15.66987,7.922,15.26129,2.92329,35.003,8.37422,20.06776,292.262,0.72977,1.0947,1.51682,0.67642,1.36125,0.98872,121.452
0.99176,1.07772,0.7247,5.68718,123.026,1.41958,1.5024,1.49057,1.08049,4.34317,9.31646,3.20052,15.68691,7.819,15.45973,2.92134,34.9857,8.3789,20.02486,292.836,0.72796,1.09402,1.51586,0.67521,1.36236,0.98757,121.547
0.98979,1.07601,0.72445,5.67927,123.479,1.42002,1.50691,1.49162,1.08083,4.34349,9.31656,3.19427,15.75291,7.898,15.38863,2.92052,34.9904,8.37348,19.94714,291.741,0.7254,1.09323,1.51452,0.67409,1.36444,0.98864,122.095
0.98866,1.07395,0.7239,5.67689,123.498,1.42266,1.50973,1.49277,1.08087,4.3437,9.31886,3.19831,15.74877,7.855,15.46343,2.92301,34.9756,8.36391,19.89786,291.257,0.72436,1.09372,1.51325,0.67437,1.36489,0.98824,122.063
0.98728,1.07137,0.72305,5.67017,123.352,1.42604,1.51472,1.49572,1.08169,4.34613,9.32305,3.23072,15.73278,7.708,15.74478,2.95179,34.9587,8.36922,19.90753,291.685,0.72238,1.09434,1.5136,0.67427,1.36679,0.9884,121.937
0.98629,1.07078,0.7221,5.6689,123.066,1.42746,1.5178,1.49719,1.08145,4.34538,9.30409,3.23803,15.67747,7.627,15.84709,2.95577,34.9584,8.35463,19.869,291.262,0.72149,1.09524,1.5165,0.67368,1.367,0.9873,121.512
0.98829,1.07159,0.71514,5.63827,122.868,1.43687,1.52868,1.51105,1.08089,4.3647,9.3376,3.2779,15.58678,7.633,15.74789,2.98051,34.9513,8.35649,19.92933,291.954,0.71909,1.09942,1.5216,0.67095,1.37442,0.98312,120.809
0.98784,1.06928,0.71198,5.63028,123.067,1.43545,1.52925,1.51198,1.08027,4.36193,9.33966,3.27501,15.60421,7.559,15.87719,2.97889,34.9482,8.32212,19.74604,290.799,0.71846,1.09928,1.52174,0.67116,1.37544,0.98248,120.994
0.98623,1.07061,0.71633,5.63788,122.818,1.43438,1.52865,1.50779,1.08026,4.35157,9.34126,3.25961,15.6059,7.857,15.30829,2.97015,34.9091,8.348,19.69276,291.419,0.71753,1.09702,1.5198,0.67013,1.37443,0.98475,120.956
0.98802,1.07338,0.7176,5.64627,122.992,1.43132,1.52273,1.50478,1.08017,4.35766,9.34496,3.24482,15.63547,7.966,15.13829,2.95883,34.8321,8.33712,19.66183,291.665,0.71994,1.09645,1.51972,0.67071,1.37241,0.98515,121.184
0.99015,1.07293,0.71809,5.64808,122.888,1.4321,1.51813,1.50339,1.07985,4.34887,9.33524,3.24492,15.62627,7.987,15.09968,2.96095,34.8535,8.34376,19.68639,291.804,0.72174,1.09582,1.51684,0.67258,1.37196,0.98541,121.111
0.99108,1.06996,0.71675,5.65885,123.077,1.43499,1.51768,1.50449,1.07857,4.35783,9.35034,3.28309,15.59007,7.893,15.24332,2.9873,34.8622,8.33863,19.69894,291.68,0.72379,1.09864,1.51398,0.67633,1.3694,0.9817,120.84
0.99631,1.06981,0.7164,5.64147,122.621,1.4294,1.51857,1.51317,1.08416,4.3625,9.33675,3.28367,15.57198,7.947,15.10359,2.98022,34.8583,8.32843,19.70554,291.229,0.72524,1.10149,1.51428,0.67786,1.37377,0.98428,120.705
0.99467,1.07103,0.71705,5.6422,122.798,1.42936,1.51742,1.50967,1.08289,4.3626,9.32036,3.27437,15.6127,7.97,15.09119,2.97813,34.8513,8.32736,19.77659,290.657,0.72423,1.09913,1.51407,0.67551,1.37323,0.98502,121.027
0.99524,1.06859,0.71676,5.64987,123.005,1.4329,1.51729,1.51027,1.0827,4.36069,9.32355,3.28834,15.60697,7.967,15.10789,2.98508,34.8509,8.34943,19.80787,291.484,0.72563,1.10114,1.51588,0.67901,1.37158,0.98321,120.964
0.99395,1.06601,0.7165,5.65297,122.972,1.43425,1.52063,1.51168,1.08337,4.35967,9.32596,3.2923,15.58838,7.947,15.12809,2.98556,34.8448,8.37282,19.90465,291.69,0.72511,1.10278,1.51688,0.68011,1.37085,0.98234,120.818
0.99154,1.06619,0.71735,5.65888,123.064,1.42796,1.52245,1.50977,1.08341,4.35658,9.2668,3.27974,15.60538,8.016,15.02009,2.9748,34.8344,8.36892,19.83026,291.735,0.72408,1.10259,1.51585,0.67905,1.36943,0.98276,120.957
0.98996,1.06435,0.71965,5.65147,122.834,1.42555,1.5194,1.5043,1.08286,4.34957,9.28306,3.23931,15.64397,8.114,14.87739,2.95199,34.9782,8.37021,19.8652,291.88,0.72198,1.09711,1.51649,0.67824,1.37118,0.98704,121.251
0.98421,1.06469,0.72345,5.65576,122.794,1.41917,1.52051,1.49673,1.08306,4.3244,9.28923,3.23619,15.70878,8.116,14.93549,2.96156,34.9909,8.35087,19.86026,290.912,0.71836,1.09242,1.50554,0.67457,1.37013,0.9914,121.755
0.98761,1.06264,0.7215,5.64313,122.683,1.41696,1.51901,1.50067,1.08349,4.30475,9.29846,3.23844,15.69969,8.101,14.91664,2.96237,34.9716,8.34294,19.76116,290.402,0.71915,1.09284,1.50358,0.67621,1.37311,0.99125,121.658
0.98818,1.06612,0.72062,5.64077,122.923,1.42062,1.52099,1.50323,1.08341,4.30862,9.29312,3.24592,15.70517,8.111,14.91509,2.96586,35.0104,8.35677,19.88086,289.937,0.71932,1.09422,1.50438,0.67459,1.37379,0.99012,121.725
0.98958,1.06549,0.72049,5.64289,123.102,1.42108,1.51835,1.50276,1.08304,4.30639,9.29176,3.24502,15.71891,8.12,14.93828,2.96436,34.9635,8.36838,19.90466,290.293,0.72063,1.09434,1.50499,0.67625,1.37338,0.98954,121.835
0.98937,1.0648,0.71905,5.629,123.159,1.42369,1.51953,1.50357,1.08158,4.32886,9.28285,3.24319,15.7337,8.097,14.99863,2.96902,34.9727,8.37147,19.90516,290.498,0.71867,1.09213,1.50203,0.67482,1.3767,0.99009,121.963
0.99081,1.06621,0.71764,5.62678,123.295,1.42388,1.51938,1.50556,1.08063,4.31194,9.29912,3.23545,15.72607,8.071,15.04074,2.95906,34.9859,8.36397,19.90326,290.183,0.71939,1.09317,1.5025,0.67462,1.37726,0.98851,121.893
0.9944,1.06458,0.71485,5.62058,123.592,1.42871,1.51473,1.50648,1.07708,4.31071,9.3043,3.23109,15.71948,8.073,15.03029,2.95617,34.9817,8.3797,19.92926,290.498,0.72124,1.09261,1.501,0.67737,1.3788,0.98576,121.847
0.99641,1.06306,0.7181,5.62316,123.384,1.41985,1.50832,1.5034,1.08016,4.28956,9.27366,3.19845,15.76738,8.138,14.92739,2.93114,34.9884,8.37724,19.91144,290.885,0.72313,1.09116,1.5001,0.67931,1.37795,0.99008,122.203
0.99016,1.06441,0.7192,5.60953,123.341,1.42378,1.51387,1.49919,1.07843,4.28875,9.27409,3.19671,15.8129,8.129,14.9902,2.94293,34.9985,8.37762,20.06057,290.47,0.71674,1.08521,1.49595,0.67325,1.38153,0.9937,122.568
0.98964,1.06575,0.72105,5.61578,123.022,1.4211,1.51346,1.49794,1.08033,4.29059,9.28036,3.19744,15.79718,8.12,14.99987,2.94388,35.047,8.39144,20.10706,291.057,0.71709,1.08542,1.49513,0.67274,1.38008,0.99532,122.457
0.99479,1.06712,0.72096,5.61226,122.929,1.41944,1.50688,1.49917,1.08099,4.30289,9.28126,3.19094,15.79258,8.16,14.94341,2.93744,35.0377,8.38951,20.10592,291.368,0.72028,1.0855,1.49581,0.67487,1.38111,0.99586,122.432
0.99278,1.06411,0.71969,5.60524,123.112,1.42274,1.51202,1.50138,1.08069,4.28693,9.30593,3.18127,15.80818,8.086,15.08487,2.9276,35.0249,8.40253,20.11936,291.8,0.71796,1.08571,1.49223,0.67465,1.38289,0.99537,122.554
0.99339,1.06167,0.7139,5.55408,123.064,1.42433,1.51955,1.50976,1.07804,4.30238,9.27519,3.16762,15.81938,8.056,15.15879,2.92517,35.0478,8.40896,20.00139,291.849,0.71189,1.08189,1.48925,0.6704,1.39551,0.99634,122.633
0.99319,1.06292,0.7142,5.56189,122.979,1.42277,1.51845,1.50867,1.07782,4.29888,9.27026,3.17086,15.80791,8.006,15.20739,2.92676,35.0621,8.40901,20.07098,292.689,0.71274,1.08254,1.48955,0.66962,1.39363,0.99594,122.55
0.99439,1.06392,0.71361,5.55908,123.05,1.42403,1.51909,1.51067,1.07825,4.29855,9.26675,3.17226,15.79877,8.005,15.20888,2.92843,35.0557,8.40334,19.79601,291.035,0.71306,1.08335,1.4905,0.6701,1.39448,0.99526,122.49
0.99416,1.06511,0.71375,5.56698,122.61,1.42265,1.51955,1.51086,1.07856,4.29883,9.26516,3.17701,15.72097,7.978,15.20169,2.92666,35.08,8.40792,19.79886,291.45,0.71401,1.08516,1.49286,0.6703,1.39235,0.9939,121.886
0.99364,1.06444,0.7148,5.56628,121.973,1.41759,1.51651,1.5071,1.07751,4.27928,9.25627,3.16756,15.66457,8.007,15.09789,2.92595,35.0421,8.42243,19.79973,291.71,0.71362,1.08237,1.49228,0.67032,1.39243,0.99551,121.435
0.99643,1.06304,0.7123,5.54948,122.076,1.41993,1.51605,1.51086,1.07637,4.27284,9.26565,3.1438,15.67008,8.044,15.03943,2.90593,35.0134,8.42562,19.80006,291.812,0.71338,1.08167,1.48949,0.67096,1.39682,0.99514,121.493
0.99887,1.06484,0.7144,5.56805,122.04,1.42028,1.51004,1.50865,1.07802,4.26538,9.28876,3.15242,15.66027,8.01,15.09,2.90812,35.0695,8.43866,19.92466,292.665,0.71753,1.08369,1.48964,0.67372,1.39218,0.99474,121.415
1.00107,1.06533,0.709,5.55276,122.032,1.42215,1.51355,1.51612,1.07752,4.25793,9.28585,3.15426,15.62491,7.976,15.05239,2.90334,35.0279,8.4653,19.88446,293.298,0.717,1.08632,1.48905,0.67257,1.39549,0.99165,121.14
0.99983,1.064,0.71076,5.55967,122.225,1.42425,1.51578,1.51578,1.07759,4.26937,9.29496,3.16375,15.6269,7.996,15.07977,2.9089,35.031,8.47803,19.98766,294.125,0.71714,1.08716,1.49166,0.67392,1.39427,0.99114,121.162
0.99803,1.06185,0.71169,5.56527,122.438,1.42302,1.5171,1.51435,1.07792,4.26975,9.30096,3.1635,15.65847,8.014,15.06507,2.90987,35.0571,8.48192,19.98742,294.362,0.71659,1.0873,1.49171,0.67477,1.39278,0.99134,121.393
0.99698,1.06187,0.71512,5.56581,121.902,1.41758,1.5159,1.51156,1.08116,4.25343,9.28271,3.15854,15.66278,8.043,15.01859,2.90947,35.0576,8.47372,19.97566,294.24,0.71589,1.08539,1.49068,0.67406,1.39272,0.99607,121.433
0.99994,1.06132,0.71258,5.56464,122.086,1.41854,1.51772,1.51781,1.08174,4.24037,9.29171,3.17062,15.63347,8.015,15.04449,2.90897,35.0516,8.47372,19.99403,294.224,0.71785,1.08965,1.49097,0.67628,1.39295,0.99273,121.207
1.00299,1.05995,0.70995,5.54596,122.037,1.41835,1.52022,1.52502,1.08296,4.25082,9.28565,3.18062,15.62418,7.987,15.09844,2.91414,35.0786,8.48239,19.93389,294.61,0.71763,1.09113,1.48829,0.67697,1.39768,0.99248,121.133
1.00339,1.06272,0.71055,5.55247,122.088,1.41742,1.51775,1.52339,1.08301,4.24822,9.26726,3.1759,15.63457,7.984,15.08649,2.90907,35.0739,8.44564,19.52199,292.974,0.71883,1.09142,1.48825,0.67595,1.39577,0.9923,121.172
1.00436,1.0602,0.7109,5.55559,122.159,1.41602,1.51646,1.52334,1.08315,4.24552,9.26795,3.17822,15.63167,7.994,15.06677,2.91022,35.0993,8.47119,19.62576,292.469,0.71988,1.09185,1.48914,0.67898,1.39521,0.99198,121.188
1.00622,1.06036,0.71245,5.56108,122.037,1.41528,1.51103,1.52068,1.08359,4.24557,9.27426,3.17352,15.63368,7.994,15.06809,2.90842,35.1006,8.41832,19.50386,290.23,0.72189,1.09097,1.48862,0.68069,1.39389,0.99318,121.212
1.0084,1.05996,0.71014,5.55994,122.176,1.4175,1.51162,1.52456,1.08288,4.24047,9.25914,3.19484,15.60438,7.94,15.16449,2.92081,35.1081,8.43302,19.57952,291.14,0.72328,1.09351,1.48881,0.68227,1.39423,0.99025,120.985
1.00951,1.06218,0.70915,5.56062,122.366,1.41983,1.51272,1.52724,1.08331,4.23452,9.24196,3.22746,15.6037,7.947,15.15075,2.94505,35.1306,8.42927,19.58102,291.182,0.72418,1.09558,1.48626,0.68165,1.39402,0.98881,120.991
1.00777,1.06125,0.70765,5.56217,122.675,1.4237,1.51684,1.52883,1.08214,4.25434,9.22714,3.21537,15.60667,7.926,15.18568,2.93035,35.1568,8.43964,19.51476,292.032,0.72315,1.09707,1.48192,0.68126,1.39359,0.98629,120.996
1.00698,1.06271,0.7086,5.56857,122.624,1.42125,1.51378,1.52495,1.08139,4.24763,9.22956,3.20999,15.61657,7.946,15.15328,2.92772,35.2383,8.47146,19.47155,292.02,0.72346,1.0956,1.48255,0.68045,1.39188,0.98678,121.064
1.00729,1.06213,0.7098,5.56928,122.453,1.42109,1.51184,1.52307,1.08132,4.24512,9.22995,3.20989,15.60748,7.949,15.15358,2.92976,35.2772,8.48944,19.57414,292.939,0.72371,1.09427,1.48278,0.68129,1.3919,0.98807,121.003
1.0076,1.06166,0.7101,5.56857,122.407,1.4214,1.51089,1.52269,1.08146,4.24478,9.22596,3.21337,15.61038,7.951,15.14957,2.93309,35.3186,8.49005,19.61246,292.788,0.72398,1.094,1.48457,0.68182,1.39187,0.98849,121.018
1.00554,1.06144,0.7109,5.56627,122.219,1.42101,1.51199,1.52053,1.08117,4.24204,9.24566,3.2004,15.61008,7.933,15.18627,2.92682,35.3004,8.49331,19.60909,292.74,0.72232,1.09223,1.48452,0.68037,1.39216,0.98981,120.99
1.0043,1.06517,0.71235,5.56691,121.879,1.41886,1.51064,1.51741,1.0812,4.24227,9.20213,3.19371,15.59678,7.89,15.25218,2.92644,35.2992,8.49138,19.56286,292.689,0.72151,1.09007,1.4888,0.67729,1.39204,0.99182,120.893
0.99987,1.06387,0.71743,5.59597,121.666,1.41483,1.50685,1.5069,1.08144,4.23877,9.20912,3.18413,15.59928,7.912,15.21518,2.92278,35.3377,8.4629,19.58613,292.962,0.7221,1.08818,1.48786,0.6786,1.38477,0.99365,120.912
1.00148,1.06428,0.71455,5.59247,122.019,1.41675,1.5076,1.51081,1.0808,4.23894,9.20876,3.18381,15.5989,7.912,15.21106,2.9159,35.3391,8.45593,19.43664,293.099,0.72314,1.09111,1.48695,0.679,1.38481,0.9904,120.913
1.00314,1.06559,0.71455,5.59557,122.099,1.41902,1.5069,1.51183,1.08057,4.23811,9.21126,3.18445,15.59367,7.918,15.19349,2.91573,35.3537,8.4493,19.49636,293.203,0.72435,1.09165,1.48834,0.67967,1.38492,0.98973,120.871
1.00543,1.06654,0.713,5.59358,121.967,1.42141,1.50691,1.51523,1.08056,4.24223,9.21166,3.1918,15.54838,7.902,15.17961,2.91647,35.3703,8.45108,19.48946,293.376,0.72566,1.09367,1.48759,0.68028,1.38547,0.98799,120.527
1.00768,1.06701,0.71145,5.59268,122.056,1.42389,1.50679,1.51862,1.08067,4.23985,9.19905,3.20436,15.5277,7.868,15.21999,2.92323,35.3956,8.4532,19.47086,293.372,0.72725,1.09598,1.48911,0.68148,1.38566,0.98604,120.37
1.00653,1.06485,0.71254,5.59387,121.877,1.42412,1.50592,1.51596,1.08041,4.23615,9.18806,3.19926,15.52578,7.859,15.23909,2.92309,35.3518,8.45593,19.44816,293.528,0.72652,1.09426,1.49145,0.68216,1.38538,0.98728,120.351
