AUDCAD,AUDNZD,CADCHF,CADHKD,CHFJPY,CHFSGD,EURAUD,EURCAD,EURCHF,EURPLN,EURSEK,EURTRY,HKDJPY,ZARJPY,USDZAR,USDTRY,USDTHB,USDNOK,USDMXN,USDHUF,AUDUSD,EURUSD,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY
0.99364,1.06444,0.7148,5.56637,121.969,1.41761,1.51652,1.5071,1.07749,4.27928,9.25627,3.16765,15.66438,8.007,15.09949,2.92589,35.0215,8.42248,19.80002,291.739,0.71363,1.08237,1.49228,0.67033,1.39243,0.99551,121.435
0.99643,1.06302,0.7123,5.54948,122.076,1.41991,1.51603,1.51087,1.07637,4.27284,9.26549,3.14379,15.67017,8.045,15.02241,2.90593,35.0164,8.4254,19.80006,291.797,0.71337,1.08166,1.48947,0.67095,1.39679,0.99515,121.493
0.99885,1.06487,0.7144,5.56818,122.04,1.42031,1.51007,1.50867,1.07806,4.26507,9.28876,3.15254,15.65998,8.011,15.09,2.90812,35.0389,8.43883,19.92466,292.707,0.71754,1.0837,1.48964,0.67372,1.39218,0.99473,121.415
0.99916,1.06572,0.71029,5.56147,122.035,1.41464,1.51309,1.51238,1.07788,4.25597,9.27565,3.15283,15.64218,7.983,15.05557,2.90454,35.0214,8.46526,19.88483,293.265,0.71701,1.08539,1.49006,0.6726,1.39338,0.99186,121.248
0.99984,1.064,0.71075,5.55967,122.225,1.42435,1.51578,1.51578,1.07757,4.26938,9.29636,3.16346,15.6269,7.995,15.07976,2.90893,35.0266,8.47818,19.98766,294.159,0.71714,1.08716,1.49164,0.67391,1.39427,0.99113,121.16
0.99813,1.06183,0.71165,5.56527,122.431,1.42302,1.51713,1.51435,1.07793,4.27167,9.30106,3.16388,15.65788,8.013,15.06927,2.90987,35.0478,8.48182,19.98841,294.472,0.71663,1.08731,1.49173,0.67478,1.39276,0.99133,121.391
0.99698,1.06187,0.71511,5.56581,121.902,1.41759,1.51592,1.51158,1.08118,4.25343,9.28171,3.15861,15.66218,8.044,15.02089,2.90944,35.0581,8.47342,19.97556,294.21,0.71593,1.0854,1.49068,0.67408,1.39272,0.99606,121.432
0.99989,1.06132,0.71258,5.56459,122.088,1.41861,1.51785,1.51781,1.08175,4.24037,9.29171,3.1706,15.63408,8.016,15.04079,2.90903,35.0485,8.47384,19.99404,294.286,0.71781,1.08964,1.49102,0.67628,1.39295,0.9927,121.208
1.00298,1.05995,0.70995,5.54591,122.043,1.41839,1.52026,1.52504,1.08297,4.25082,9.28565,3.18062,15.62447,7.987,15.09779,2.91414,35.0706,8.48259,19.93375,294.606,0.71761,1.09113,1.48834,0.67695,1.3977,0.99248,121.132
1.00333,1.06272,0.71059,5.55261,122.093,1.41693,1.51779,1.52329,1.08295,4.2482,9.27145,3.1759,15.62908,7.984,15.08109,2.91014,35.0822,8.44564,19.52186,292.943,0.71881,1.09143,1.48812,0.67599,1.39571,0.99207,121.172
1.00434,1.06016,0.7109,5.55559,122.157,1.41609,1.51649,1.52335,1.08313,4.24551,9.26796,3.17804,15.63168,7.995,15.06667,2.91029,35.1014,8.47102,19.62576,292.57,0.71988,1.09185,1.48912,0.67895,1.39523,0.992,121.187
1.00623,1.06036,0.71245,5.56109,122.041,1.41518,1.51103,1.52068,1.0836,4.24556,9.27426,3.17332,15.6339,7.994,15.07469,2.90842,35.0972,8.41666,19.49988,290.961,0.72196,1.09098,1.48862,0.68068,1.39388,0.99321,121.211
1.00841,1.05996,0.71015,5.55991,122.176,1.41752,1.51166,1.52457,1.08289,4.24048,9.25914,3.19486,15.60437,7.937,15.16449,2.92081,35.1084,8.4329,19.57952,291.031,0.72328,1.0935,1.48881,0.68227,1.39426,0.99025,120.984
1.00949,1.06218,0.70918,5.56074,122.366,1.41981,1.51269,1.52722,1.08337,4.23452,9.24196,3.22752,15.60369,7.944,15.14869,2.94506,35.1303,8.42922,19.58102,291.267,0.72418,1.09558,1.48624,0.68164,1.39398,0.98886,120.99
1.00773,1.0612,0.70764,5.56177,122.675,1.42366,1.51684,1.52884,1.08212,4.2543,9.22708,3.21542,15.60638,7.925,15.18567,2.93034,35.1605,8.43983,19.51476,292.021,0.72314,1.09707,1.48191,0.68132,1.39362,0.98629,120.994
1.00688,1.06271,0.7089,5.56857,122.624,1.41774,1.51365,1.52489,1.08139,4.24763,9.22886,3.20988,15.6149,7.945,15.1436,2.92772,35.2391,8.47138,19.47163,292.031,0.72346,1.09563,1.48252,0.68045,1.39191,0.98677,121.064
1.00729,1.06213,0.7098,5.56928,122.453,1.42105,1.51184,1.5231,1.0813,4.24512,9.23046,3.20989,15.60798,7.949,15.14907,2.92976,35.2797,8.48933,19.57424,292.942,0.72371,1.09427,1.48278,0.68129,1.39189,0.98807,121.004
1.00765,1.0616,0.71009,5.56857,122.408,1.42147,1.51089,1.5227,1.08146,4.24797,9.22606,3.21337,15.61037,7.951,15.15407,2.93329,35.3165,8.49096,19.61684,292.717,0.72398,1.09401,1.48458,0.68183,1.39187,0.98848,121.02
1.00554,1.06147,0.7109,5.56627,122.22,1.42102,1.51198,1.52052,1.08117,4.24191,9.24586,3.20043,15.61018,7.933,15.18627,2.92671,35.2969,8.49323,19.60525,292.779,0.72232,1.09223,1.4845,0.68038,1.39218,0.98983,120.991
1.00428,1.06518,0.71237,5.56716,121.876,1.41885,1.51063,1.51735,1.0812,4.24228,9.20228,3.1936,15.59687,7.89,15.25218,2.92644,35.3037,8.49135,19.56418,292.685,0.72152,1.09005,1.48879,0.6773,1.39204,0.99182,120.894
0.9999,1.06383,0.71745,5.59617,121.666,1.41463,1.50679,1.50689,1.08143,4.23877,9.20915,3.18411,15.59938,7.912,15.21517,2.92278,35.346,8.46306,19.58633,293.004,0.72215,1.08818,1.48788,0.6786,1.38476,0.99364,120.912
1.00138,1.06421,0.7146,5.59242,122.019,1.41186,1.50771,1.51078,1.08063,4.24012,9.20766,3.18311,15.60091,7.911,15.19677,2.9145,35.37,8.45593,19.4369,293.083,0.72314,1.09111,1.48696,0.67891,1.38473,0.99041,120.913
1.00315,1.06559,0.71455,5.59548,122.099,1.41885,1.50692,1.51183,1.08057,4.23811,9.21126,3.18445,15.59368,7.919,15.19449,2.91562,35.3519,8.44919,19.49636,293.236,0.72434,1.09164,1.48831,0.67967,1.38496,0.98973,120.869
1.00543,1.06653,0.71299,5.59347,121.968,1.4213,1.50692,1.51522,1.08057,4.24517,9.21156,3.19195,15.54877,7.902,15.17969,2.91861,35.3649,8.45122,19.48386,293.32,0.72567,1.09367,1.48755,0.68028,1.38549,0.98798,120.526
1.00762,1.06701,0.7115,5.59278,122.056,1.42391,1.50682,1.51858,1.08069,4.23983,9.19908,3.20436,15.5277,7.868,15.21989,2.92323,35.3953,8.45349,19.47053,293.355,0.72726,1.09598,1.4891,0.68149,1.38559,0.986,120.369
